mou,totmrc,vceovr,datovr,roam,change_mou,change_rev,drop_vce,blck_vce,unan_vce,plcd_dat,recv_vce,custcare,ccrndmou,threeway,mou_cvce,mou_cdat,mou_rvce,owylis_vce,mouowylisv,iwylis_vce,mouiwylisv,mou_peav,mou_pead,opk_vce,mou_opkv,drop_blk,complete,callwait,months,uniqsubs,actvsubs,asl_flag,adjrev,adjmou,avgrev,avg3qty,avg6rev,refurb_new,hnd_price,phones,models,hnd_webcap,lor,dwlltype,adults,income,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,new_cell_N,new_cell_U,new_cell_Y,prizm_social_one_C,prizm_social_one_R,prizm_social_one_S,prizm_social_one_T,prizm_social_one_U,dualband_N,dualband_T,dualband_Y,marital_A,marital_B,marital_M,marital_S,marital_U,dualband_U
507.5,49.99,51.2,1.8525,0.195,404.5,81.4,4.333333333,6.333333333,39.66666667,2.333333333,80.33333333,1.333333333,2.666666667,0.0,166.94,5.183333333,170.89,27.33333333,17.62333333,29.0,55.95333333,268.5966667,0.676666667,47.66666667,69.23333333,10.66666667,96.0,2.0,7,2,2,0,743.65,2661.0,148.73,135,57.95863987707208,1,99.98999023,2.0,2.0,0,2.0,1,1.0,2.0,0,0,0,0,69.0,1095267,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
216.75,41.2,0.0,0.78,4.2225,-16.75,-5.7525,1.333333333,6.333333333,30.66666667,0.0,20.33333333,0.0,0.0,0.0,90.79,0.0,39.36666667,4.0,3.533333333,4.0,4.616666667,90.76666667,0.0,27.0,39.39,7.666666667,61.66666667,0.0,7,1,1,0,234.87,1026.0,39.15,97,39.0,0,99.98999023,1.0,1.0,0,1.0,0,3.0,3.0,0,0,0,0,189.0,1095268,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1535.25,123.115,74.1,0.0975,0.0,-1535.25,-41.035,63.66666667,1.0,81.0,0.333333333,238.3333333,3.333333333,5.333333333,0.0,692.14,0.066666667,470.6966667,28.33333333,55.17333333,0.0,0.0,664.8466667,0.066666667,161.0,497.9833333,64.66666667,247.3333333,35.0,7,2,1,0,1368.96,11641.0,273.79,505,57.95863987707208,0,149.9899902,1.0,1.0,0,1.0,1,2.0,4.0,0,0,0,0,189.0,1095269,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1148.5,79.99,12.2,0.0,0.87,27.5,-10.155,7.0,11.0,63.0,2.333333333,117.3333333,4.0,11.0,0.333333333,557.8033333,2.473333333,241.3566667,23.0,17.60666667,15.33333333,14.81,258.2733333,0.0,185.3333333,540.8866667,18.33333333,203.0,3.666666667,7,1,1,0,436.24,6649.0,72.71,342,73.0,0,149.9899902,1.0,1.0,0,2.0,1,1.0,2.0,0,0,0,0,189.0,1095270,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1759.75,109.1025,0.0,0.0,0.0,-94.75,-3.2875,53.0,68.66666667,244.3333333,0.666666667,158.3333333,27.66666667,48.0,36.66666667,792.9733333,0.176666667,192.6333333,47.66666667,46.03333333,4.333333333,3.04,623.2333333,0.176666667,443.0,362.36,122.0,765.6666667,7.666666667,7,1,1,1,637.25,7773.0,106.21,972,106.0,0,129.9899902,2.0,1.0,0,8.0,1,1.0,5.0,0,0,0,0,9.0,1095271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
258.5,17.1975,29.9,0.0,0.0,-258.5,-68.5,8.666666667,1.0,19.0,0.0,45.0,3.0,4.333333333,0.333333333,170.32,0.0,69.95,17.0,40.03333333,9.333333333,22.16666667,168.17,0.0,30.66666667,72.1,9.666666667,70.0,3.666666667,9,1,1,1,400.36,2245.0,50.05,102,55.0,0,79.98999023,1.0,1.0,1,2.0,1,1.0,1.0,0,0,0,1,250.0,1095272,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1808.75,87.49,55.9,0.0,0.0,360.25,137.805,9.666666667,1.333333333,109.0,0.0,144.6666667,3.333333333,19.0,0.333333333,1177.576667,0.0,320.51,162.6666667,222.7533333,49.33333333,142.3466667,922.8166667,0.0,166.0,575.2766667,11.0,383.0,0.0,7,2,2,0,513.58,7225.0,102.72,439,57.95863987707208,0,29.98999023,1.0,1.0,1,9.0,1,3.0,6.0,0,0,0,0,189.0,1095273,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
585.75,57.49,8.0,0.39,7.7075,-69.75,-14.1775,8.666666667,21.0,160.0,0.666666667,43.0,12.66666667,55.0,0.0,410.0266667,0.0,65.18333333,15.0,13.19333333,2.666666667,13.89,265.9566667,0.0,83.33333333,209.2533333,30.0,197.6666667,1.333333333,7,3,1,1,332.8,3971.0,55.47,244,56.0,0,99.98999023,3.0,2.0,0,2.0,0,2.0,6.0,0,0,0,0,30.0,1095274,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
543.75,54.99,27.8,0.0,0.0,-64.75,6.6,0.333333333,2.666666667,14.33333333,0.0,55.66666667,2.333333333,3.0,0.0,276.1,0.0,127.2633333,15.0,5.646666667,15.66666667,14.03333333,111.3433333,0.0,33.66666667,292.02,3.0,65.33333333,0.0,9,1,1,0,418.95,3485.0,52.37,187,58.0,0,199.9899902,1.0,1.0,0,12.0,1,3.0,6.0,0,0,0,0,250.0,1095275,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
127.0,49.99,0.0,0.0,0.0,-6.0,0.0,2.666666667,0.0,2.0,0.0,27.33333333,2.333333333,2.666666667,0.0,52.15666667,0.0,38.95333333,12.66666667,16.27,1.0,0.716666667,65.83666667,0.0,20.66666667,25.27333333,2.666666667,39.33333333,0.0,7,3,2,0,199.95,707.0,39.99,62,57.95863987707208,0,149.9899902,1.0,1.0,0,1.0,1,1.0,7.0,1,0,0,0,188.0,1095276,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
193.25,44.99,2.0,0.0,1.2525,-43.25,-3.5,1.0,0.333333333,11.33333333,0.0,27.0,0.0,0.0,0.0,49.03,0.0,72.37333333,3.666666667,1.013333333,3.666666667,4.666666667,92.54666667,0.0,14.0,28.85666667,1.333333333,41.66666667,0.0,9,2,2,0,276.75,1528.0,39.54,86,37.0,0,149.9899902,1.0,1.0,0,1.0,1,1.0,9.0,0,0,0,0,250.0,1095277,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
500.5,44.99,14.7,0.0,0.0,-256.5,-52.445,14.66666667,0.0,6.0,0.0,55.0,15.0,19.66666667,0.0,274.5633333,0.0,65.88,66.0,32.24,20.33333333,15.03666667,143.76,0.0,150.0,196.6866667,14.66666667,253.0,0.666666667,7,1,1,0,489.14,3193.0,81.52,308,82.0,0,99.29758975321944,2.0,2.0,1,15.0,1,1.0,4.0,0,0,0,0,8.0,1095278,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
413.5,44.2525,10.7,0.0,0.0,221.5,13.355,3.666666667,8.666666667,52.0,0.0,33.66666667,7.0,17.0,0.0,223.5133333,0.0,78.59666667,4.0,2.513333333,0.333333333,0.006666667,146.35,0.0,74.66666667,155.76,12.33333333,123.6666667,0.333333333,7,1,1,1,266.35,1695.0,44.39,132,44.0,0,149.9899902,1.0,1.0,0,7.0,1,2.0,4.0,0,0,0,0,189.0,1095279,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
217.25,69.99,0.0,0.0,0.16,2.75,0.48,9.333333333,0.333333333,22.33333333,0.0,16.0,2.333333333,6.0,0.0,113.46,0.0,30.22666667,8.333333333,7.19,1.666666667,0.853333333,95.65333333,0.0,15.0,48.03333333,9.666666667,67.33333333,0.0,7,1,1,1,440.08,1527.0,73.35,82,73.0,0,149.9899902,1.0,1.0,0,6.0,1,3.0,6.0,0,0,0,0,189.0,1095280,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
427.5,59.99,0.0,0.0,0.0,-163.5,-1.2375,14.66666667,3.666666667,47.66666667,0.0,125.0,0.333333333,0.333333333,0.0,156.0366667,0.0,105.1766667,42.0,21.32666667,14.33333333,22.78,162.0333333,0.0,92.33333333,99.17666667,18.33333333,172.3333333,0.0,7,1,1,1,491.0,2651.0,81.83,293,82.0,0,129.9899902,1.0,1.0,0,5.0,1,4.0,7.0,0,0,0,0,189.0,1095281,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
913.25,42.49,19.6,0.0,0.0,-90.25,-19.595,33.0,9.333333333,54.66666667,0.0,147.0,5.0,14.66666667,0.666666667,361.8866667,0.0,247.5533333,112.6666667,116.71,34.66666667,82.27333333,278.8433333,0.0,155.3333333,330.5966667,42.33333333,200.6666667,2.0,7,4,1,0,307.93,4326.0,61.59,305,57.95863987707208,0,129.9899902,2.0,2.0,0,9.0,0,2.0,5.0,0,0,0,0,35.0,1095282,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
665.25,44.99,4.0,0.0,0.0,-158.25,-2.305,7.333333333,1.0,74.0,0.0,201.3333333,18.0,22.66666667,0.0,334.0266667,0.0,182.8833333,47.66666667,33.75333333,2.666666667,2.053333333,130.3466667,0.0,287.3333333,386.5633333,8.333333333,281.3333333,2.666666667,9,1,1,0,487.67,5588.0,60.96,354,49.0,0,149.9899902,1.0,1.0,0,15.0,1,2.0,8.0,0,0,0,1,250.0,1095283,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
535.5,44.99,0.0,0.0,0.0,-158.5,0.0,3.0,2.0,18.33333333,0.0,20.0,4.333333333,7.0,0.666666667,451.44,0.0,89.76666667,21.0,46.39666667,8.0,16.08666667,68.70333333,0.0,70.66666667,472.5,5.0,95.0,0.333333333,9,1,1,1,303.38,4176.0,37.92,110,35.0,0,149.9899902,1.0,1.0,0,7.0,1,1.0,1.0,0,0,0,1,250.0,1095284,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
238.25,44.99,0.0,0.0,0.0,-27.25,-1.0,1.0,0.0,19.66666667,0.0,44.66666667,0.666666667,1.333333333,2.0,227.9966667,0.0,33.44666667,15.66666667,17.34,6.666666667,8.08,150.38,0.0,61.66666667,111.0633333,1.0,81.33333333,0.0,9,1,1,0,337.47,2311.0,42.18,77,38.0,0,199.9899902,2.0,2.0,0,2.0,0,2.0,2.0,0,0,0,1,16.0,1095285,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
708.5,69.99,0.1,0.0,0.84,281.5,-8.405,7.666666667,1.666666667,34.33333333,0.0,75.66666667,2.333333333,7.333333333,0.0,294.2433333,0.0,154.7366667,21.66666667,22.94666667,5.0,26.91666667,199.8366667,0.0,84.66666667,249.15,9.333333333,94.0,4.333333333,7,1,1,1,420.07,2776.0,70.01,176,70.0,0,199.9899902,1.0,1.0,0,5.0,0,1.0,7.0,1,1,1,1,188.0,1095286,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
90.5,44.99,0.0,0.0,0.0,25.5,-0.2475,1.0,1.333333333,3.333333333,0.0,6.666666667,0.0,0.0,0.0,41.62333333,0.0,14.82,6.0,6.943333333,1.333333333,0.916666667,43.04333333,0.0,7.333333333,13.4,2.333333333,25.0,0.0,7,1,1,1,237.54,482.0,39.59,34,40.0,0,149.9899902,1.0,1.0,0,1.0,0,5.0,5.0,0,0,0,0,188.0,1095287,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1577.75,48.78,34.6,0.195,0.0,1087.25,35.395,29.0,15.66666667,60.33333333,0.0,86.0,10.33333333,12.66666667,1.333333333,636.2333333,0.0,203.5833333,91.0,130.6033333,23.66666667,81.82333333,200.8033333,0.0,286.6666667,639.0133333,44.66666667,325.0,5.666666667,7,1,1,1,421.12,5540.0,70.19,409,70.0,0,129.9899902,3.0,3.0,0,2.0,0,1.0,6.0,0,0,0,0,21.0,1095288,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
874.5,54.8275,0.0,0.0,0.0,117.5,5.15,1.0,45.0,8.666666667,68.33333333,118.0,2.666666667,12.66666667,0.0,251.6566667,131.9833333,188.64,31.66666667,26.30333333,9.666666667,11.87666667,192.2533333,19.97,172.6666667,248.04,47.33333333,254.6666667,1.333333333,7,1,1,0,496.15,7040.0,82.69,380,83.0,0,129.9899902,1.0,1.0,0,1.0,1,3.0,4.0,0,1,0,0,188.0,1095289,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
246.0,10.0,6.825,0.0,0.39,-61.0,-32.2125,4.0,1.333333333,18.33333333,0.0,17.33333333,0.333333333,0.333333333,0.0,93.46333333,0.0,15.16666667,33.33333333,21.60666667,10.0,6.486666667,70.10333333,0.0,26.33333333,38.52666667,5.333333333,81.0,0.666666667,7,3,3,0,178.85,1500.0,35.77,135,57.95863987707208,1,99.98999023,2.0,2.0,0,2.0,0,2.0,6.0,0,0,0,0,55.0,1095290,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
259.25,10.0,0.0,0.0,0.16,-60.25,-0.16,5.0,4.666666667,15.0,0.0,22.66666667,0.0,0.0,0.0,102.38,0.0,75.30666667,30.33333333,42.42333333,6.0,14.22333333,109.7666667,0.0,34.0,67.92,9.666666667,66.0,0.0,7,6,2,0,48.14,1501.0,9.63,98,57.95863987707208,1,129.9899902,2.0,2.0,0,15.0,1,1.0,4.0,0,0,0,1,186.0,1095291,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
368.75,49.99,0.0,0.0,0.355,59.25,-1.0225,4.333333333,2.333333333,22.0,0.0,46.33333333,0.0,0.0,0.333333333,166.56,0.0,48.01333333,44.66666667,63.52666667,25.66666667,28.97,77.6,0.0,70.66666667,136.9766667,6.666666667,82.0,1.0,7,1,1,0,274.17,3661.0,45.7,124,46.0,0,199.9899902,1.0,1.0,0,7.0,1,3.0,6.0,0,0,1,0,188.0,1095292,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
63.5,29.99,13.3,0.0,0.0,7.5,3.5,0.0,1.0,2.333333333,0.0,15.33333333,0.0,0.0,0.333333333,24.66333333,0.0,19.54,4.333333333,7.906666667,7.666666667,14.18666667,26.62333333,0.0,5.333333333,17.58,1.0,11.66666667,0.0,7,1,1,0,167.57,318.0,27.93,27,28.0,0,149.9899902,1.0,1.0,0,6.0,1,6.0,6.0,0,0,0,0,188.0,1095293,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2176.25,13.17,24.4125,0.0,0.0,-672.25,-7.85,25.0,18.0,100.0,0.0,99.33333333,0.333333333,3.666666667,0.0,1101.19,0.0,720.5333333,16.66666667,21.60333333,41.33333333,99.00333333,1189.696667,0.0,66.33333333,632.0266667,43.0,131.6666667,6.0,7,6,2,0,710.33,9936.0,142.07,316,57.95863987707208,1,9.989997864,1.0,1.0,0,0.0,1,1.0,3.0,0,0,0,0,188.0,1095294,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
508.25,44.99,0.6,0.0,0.0,114.75,1.8,5.666666667,0.333333333,49.66666667,0.0,18.33333333,9.333333333,9.666666667,0.0,334.0833333,0.0,16.46,10.33333333,7.083333333,0.0,0.0,127.73,0.0,43.0,222.8133333,6.0,105.6666667,0.333333333,7,1,1,0,200.08,3260.0,33.35,106,33.0,0,199.9899902,1.0,1.0,0,2.0,1,2.0,7.0,0,0,0,0,188.0,1095295,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
166.25,10.0,0.0,0.6825,0.0,-83.25,-0.2925,1.333333333,0.333333333,35.0,0.333333333,5.333333333,0.0,0.0,0.666666667,135.0333333,0.0,6.41,6.0,5.38,1.0,3.67,23.05,0.0,38.66666667,118.3933333,2.0,61.66666667,0.0,7,2,2,0,64.7,810.0,10.78,69,11.0,0,99.98999023,1.0,1.0,0,1.0,0,4.0,9.0,0,0,0,0,188.0,1095296,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3041.25,64.99,52.6875,6.15,0.0,-3041.25,-58.8375,41.66666667,3.666666667,228.0,92.66666667,169.0,18.66666667,35.0,8.0,1937.336667,190.49,367.8266667,86.33333333,166.6533333,14.0,52.86666667,390.2533333,14.61666667,437.3333333,1874.913333,54.66666667,612.6666667,2.666666667,9,1,1,1,843.54,23275.0,105.44,776,108.0,0,129.9899902,1.0,1.0,0,4.0,1,2.0,6.0,0,0,0,0,249.0,1095297,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
376.5,59.99,9.2,0.0,3.16,224.5,24.44,5.333333333,1.333333333,9.333333333,0.0,36.0,0.0,0.0,0.0,108.08,0.0,72.33333333,10.33333333,8.92,0.0,0.0,156.4666667,0.0,13.33333333,23.94666667,6.666666667,98.33333333,0.333333333,9,1,1,0,414.45,1667.0,51.81,138,52.0,0,99.29758975321944,2.0,2.0,1,2.0,1,2.0,6.0,0,0,0,1,50.0,1095298,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1650.75,77.24,12.775,0.2625,0.0,-1650.75,-25.0125,23.33333333,111.0,84.0,65.66666667,104.6666667,45.33333333,149.0,0.0,1068.66,221.7733333,504.7,96.66666667,490.3833333,35.0,361.5333333,664.4966667,95.18,132.0,908.8666667,140.0,291.0,1.333333333,7,3,1,1,920.72,13730.0,153.45,340,154.0,0,149.9899902,3.0,2.0,0,5.0,1,1.0,6.0,0,0,0,0,164.0,1095299,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
148.5,10.0,0.0,0.0,0.0,-59.5,0.0,1.0,1.0,4.0,0.0,27.0,0.0,0.0,0.0,52.24333333,0.0,67.01333333,1.0,1.63,3.0,7.466666667,81.38,0.0,20.66666667,37.87666667,2.0,38.33333333,0.666666667,9,2,2,0,81.17,2173.0,10.15,66,10.0,0,129.9899902,1.0,1.0,0,5.0,1,2.0,6.0,0,0,0,1,249.0,1095300,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
748.25,42.53,33.3,0.0,0.0,251.75,-24.84,2.333333333,7.333333333,54.66666667,0.0,97.66666667,0.0,0.0,0.0,271.3866667,0.0,218.2233333,14.33333333,20.02333333,3.0,15.12666667,193.7566667,0.0,100.6666667,295.8533333,9.666666667,156.0,0.666666667,9,1,1,1,459.67,5121.0,57.46,240,63.0,0,129.9899902,1.0,1.0,0,3.0,1,2.0,1.0,1,0,0,1,249.0,1095301,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
727.75,69.99,0.0,0.0,16.2675,-176.75,1.5075,12.33333333,1.333333333,78.0,0.0,97.33333333,3.666666667,6.0,0.0,251.0033333,0.0,187.8333333,29.33333333,34.57666667,4.666666667,10.79666667,210.7066667,0.0,124.0,228.13,13.66666667,168.6666667,3.666666667,9,1,1,0,827.5,7531.0,103.44,330,96.0,0,199.9899902,1.0,1.0,0,3.0,1,3.0,9.0,0,0,0,0,249.0,1095302,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2220.25,39.99,0.0,0.0,0.0,-221.25,0.0,3.666666667,18.33333333,97.66666667,0.0,196.6666667,11.66666667,20.66666667,2.333333333,1620.263333,0.0,449.9466667,99.33333333,179.4466667,31.33333333,59.82333333,238.2066667,0.0,363.0,1832.003333,22.0,326.0,21.66666667,9,1,1,0,344.64,13622.0,43.08,495,43.0,0,149.9899902,1.0,1.0,0,5.0,1,1.0,1.0,1,1,1,1,249.0,1095303,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1101.75,52.4075,22.7,0.0,9.12,-718.75,-71.595,24.66666667,3.333333333,74.66666667,0.0,49.0,7.0,17.0,2.333333333,785.96,0.0,191.91,30.0,36.11666667,0.0,0.0,304.64,0.0,112.0,673.23,28.0,168.3333333,2.666666667,7,1,1,1,469.55,6652.0,78.26,223,78.0,0,149.9899902,1.0,1.0,0,3.0,1,2.0,5.0,0,0,0,0,188.0,1095304,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
364.25,29.3075,0.0,0.0,0.995,-327.25,-82.16,0.666666667,4.0,14.33333333,0.666666667,95.33333333,3.0,5.666666667,0.0,75.83333333,4.92,125.46,9.0,6.003333333,5.666666667,7.876666667,114.6666667,0.0,81.66666667,86.62666667,4.666666667,67.66666667,4.333333333,9,1,1,1,836.84,5887.0,119.55,234,111.0,0,149.9899902,2.0,2.0,0,7.0,1,1.0,2.0,1,0,0,1,155.0,1095305,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
20.25,44.99,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.183333333,0.0,16.22666667,1.0,0.416666667,0.0,0.0,0.633333333,0.0,2.333333333,16.77666667,0.0,2.666666667,0.0,7,1,1,1,235.21,2940.0,39.2,3,39.0,0,199.9899902,1.0,1.0,0,2.0,1,1.0,5.0,0,0,0,0,188.0,1095306,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
332.5,69.99,0.0,0.0,0.0,102.5,3.765,6.0,1.0,78.66666667,0.0,66.66666667,2.0,4.666666667,4.0,96.95,0.0,57.25333333,43.66666667,27.66,30.66666667,26.88,88.00333333,0.0,69.0,66.2,7.0,104.6666667,1.333333333,7,1,1,1,453.25,2075.0,75.54,170,76.0,0,129.9899902,2.0,1.0,0,1.0,0,2.0,3.0,0,0,0,0,149.0,1095307,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
291.5,79.99,0.0,0.0,0.0,57.5,0.7425,1.0,6.0,32.66666667,0.0,63.0,4.666666667,5.666666667,0.0,83.36333333,0.0,75.87333333,58.33333333,47.10666667,40.33333333,51.55666667,118.95,0.0,36.33333333,40.28666667,7.0,89.66666667,0.0,7,1,1,1,314.58,1831.0,52.43,148,52.0,1,29.98999023,1.0,1.0,0,4.0,1,4.0,3.0,0,1,0,0,188.0,1095308,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1692.25,95.115,0.0,0.39,0.0,209.75,36.605,41.0,2.666666667,140.0,1.333333333,315.3333333,2.0,2.0,0.333333333,461.7033333,0.083333333,571.6,142.6666667,172.92,62.66666667,145.0766667,426.8666667,0.05,327.0,606.4366667,44.0,355.6666667,18.66666667,7,2,2,0,202.97,10985.0,33.83,638,34.0,0,129.9899902,2.0,2.0,0,1.0,1,2.0,6.0,0,0,0,0,91.0,1095309,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
288.75,74.99,0.0,0.0,0.0,114.25,-5.2475,0.333333333,7.0,4.666666667,0.0,4.0,0.0,0.0,0.0,159.15,0.0,22.73333333,11.0,22.27333333,3.0,17.75666667,82.27666667,0.0,15.0,99.60666667,7.333333333,36.33333333,0.0,7,2,2,0,340.94,1238.0,68.19,47,57.95863987707208,0,149.9899902,1.0,1.0,0,15.0,1,3.0,7.0,0,0,0,1,188.0,1095310,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
396.25,44.99,4.6,0.0,0.0,-36.25,13.8,2.0,4.0,8.0,0.0,26.66666667,1.333333333,3.333333333,0.0,235.72,0.0,121.4,28.66666667,15.83333333,0.0,0.0,126.9766667,0.0,36.0,230.1433333,6.0,57.0,0.666666667,9,1,1,0,286.9,2782.0,35.86,61,36.0,0,149.9899902,1.0,1.0,0,3.0,1,2.0,6.0,0,0,0,1,249.0,1095311,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
55.75,69.99,0.0,0.0,0.2575,-39.75,-0.2575,0.0,0.666666667,3.333333333,0.0,1.333333333,0.0,0.0,0.0,27.11333333,0.0,6.576666667,0.0,0.0,0.0,0.0,13.93666667,0.0,9.666666667,19.75333333,0.666666667,15.66666667,0.0,9,1,1,1,427.61,571.0,53.45,20,54.0,0,99.98999023,1.0,1.0,0,12.0,1,2.0,3.0,0,1,1,0,249.0,1095312,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
102.0,27.575,14.5,0.0,0.0,-102.0,-59.245,4.666666667,0.0,26.66666667,0.0,3.666666667,11.0,24.33333333,0.0,63.16333333,0.0,5.053333333,1.333333333,0.27,0.0,0.0,53.60333333,0.0,10.33333333,14.61333333,4.666666667,34.33333333,0.0,7,1,1,1,305.55,1670.0,50.93,43,51.0,0,129.9899902,3.0,1.0,0,15.0,0,2.0,3.0,0,0,0,0,121.0,1095313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
110.0,39.99,0.0,0.195,0.0,-18.0,-0.195,1.0,1.333333333,13.0,0.666666667,10.66666667,1.0,1.666666667,0.0,47.89333333,0.746666667,10.46,10.0,8.58,3.0,3.15,54.83333333,0.0,6.0,3.52,2.333333333,53.0,0.0,9,1,1,0,206.67,1143.0,25.83,74,30.0,0,149.9899902,1.0,1.0,0,2.0,0,1.0,9.0,0,0,0,1,249.0,1095314,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
23.5,12.58,0.0,0.2925,0.0,-23.5,12.4925,2.0,0.666666667,1.333333333,0.0,2.666666667,7.0,16.33333333,0.0,14.87333333,0.0,0.0,1.333333333,1.186666667,0.0,0.0,3.766666667,0.0,5.666666667,11.10666667,2.666666667,9.666666667,0.0,9,1,1,1,798.03,5699.0,114.0,100,115.0,1,79.98999023,2.0,2.0,0,2.0,0,3.0,6.0,0,0,0,1,109.0,1095315,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
460.0,49.99,0.0,0.0,0.0,-5.0,0.0,3.0,1.0,55.0,0.0,7.0,0.0,0.0,0.0,344.08,0.0,15.65333333,14.0,22.55,2.333333333,3.67,147.51,0.0,81.33333333,212.2166667,4.0,135.3333333,0.333333333,9,1,1,0,288.11,3217.0,36.01,143,39.0,0,149.9899902,1.0,1.0,0,2.0,1,5.0,1.0,1,0,0,1,249.0,1095316,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
410.25,20.075,28.7,0.0,0.0,-410.25,-90.51,4.666666667,0.0,34.66666667,0.0,61.33333333,5.0,16.33333333,0.0,268.8133333,0.0,138.7766667,72.33333333,40.06333333,16.33333333,7.763333333,232.9866667,0.0,68.0,174.6,4.666666667,148.6666667,0.0,7,1,1,0,572.4,2779.0,95.4,191,96.0,0,29.98999023,1.0,1.0,0,4.0,1,2.0,9.0,0,0,0,0,188.0,1095317,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
206.75,34.99,4.9,0.0,0.0,-83.75,-7.6225,3.0,0.0,7.333333333,0.0,5.333333333,0.0,0.0,0.0,129.86,0.0,9.43,4.0,2.86,0.0,0.0,132.5366667,0.0,8.0,6.753333333,3.0,58.66666667,0.333333333,9,1,1,0,296.85,1576.0,37.11,87,44.0,0,99.98999023,2.0,1.0,0,6.0,1,2.0,6.0,1,0,0,1,138.0,1095318,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5.75,29.165,0.0,2.2425,0.0,-5.75,8.5825,0.0,19.33333333,2.333333333,3.333333333,0.0,0.0,0.0,0.0,0.0,13.33333333,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,19.33333333,3.333333333,0.0,9,1,1,1,502.75,3091.0,62.84,2,59.0,0,199.9899902,1.0,1.0,0,2.0,0,2.0,9.0,0,0,0,1,249.0,1095319,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2057.0,106.685,11.1125,0.0,0.0,790.0,50.2825,12.33333333,16.33333333,160.6666667,12.0,151.3333333,15.0,37.33333333,2.333333333,918.6166667,49.8,390.3333333,55.33333333,44.94,5.0,8.216666667,618.4433333,1.19,362.6666667,690.5133333,31.0,578.0,10.0,7,1,1,1,1021.57,12993.0,170.26,711,170.0,0,129.9899902,1.0,1.0,0,6.0,1,1.0,5.0,0,0,0,0,188.0,1095320,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
